Date : 2026-08-23 16:34:50
Directory : e:\enLearn\packages\lowcode-framework
Total : 315 files,  54359 codes, 1045 comments, 6206 blanks, all 61610 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| src\lowcode\block-materials\planning-bom                                                                                            |          2 |        612 |          0 |         62 |        674 |
| src\lowcode\block-materials\planning-flow                                                                                           |          2 |        854 |          0 |         66 |        920 |
| src\lowcode\block-materials\planning-gantt                                                                                          |          4 |        581 |          0 |         49 |        630 |
| src\lowcode\block-materials\search-form                                                                                             |          2 |        182 |          0 |         15 |        197 |
| src\lowcode\block-materials\section                                                                                                 |          2 |         40 |          0 |          5 |         45 |
| src\lowcode\block-materials\stat-card                                                                                               |          2 |         31 |          0 |          5 |         36 |
| src\lowcode\block-materials\tabs                                                                                                    |          2 |         79 |          0 |          8 |         87 |
| src\lowcode\block-materials\text                                                                                                    |          2 |         23 |          0 |          5 |         28 |
| src\lowcode\block-materials\toolbar                                                                                                 |          2 |        104 |          0 |          9 |        113 |
| src\lowcode\block-materials\tree                                                                                                    |          2 |         31 |          0 |          5 |         36 |
| src\lowcode\builtin-pages                                                                                                           |          1 |         18 |          0 |          5 |         23 |
| src\lowcode\form-materials                                                                                                          |         41 |      4,107 |          1 |        557 |      4,665 |
| src\lowcode\form-materials (Files)                                                                                                  |          5 |        125 |          1 |         24 |        150 |
| src\lowcode\form-materials\base-info                                                                                                |          3 |      1,040 |          0 |        114 |      1,154 |
| src\lowcode\form-materials\lc-array-table                                                                                           |          2 |      1,381 |          0 |        187 |      1,568 |
| src\lowcode\form-materials\lc-cascader                                                                                              |          2 |         40 |          0 |          8 |         48 |
| src\lowcode\form-materials\lc-color-picker                                                                                          |          2 |         44 |          0 |          9 |         53 |
| src\lowcode\form-materials\lc-json-editor                                                                                           |          3 |        316 |          0 |         49 |        365 |
| src\lowcode\form-materials\lc-monaco-editor                                                                                         |          2 |        649 |          0 |         64 |        713 |
| src\lowcode\form-materials\lc-number-input                                                                                          |          2 |         32 |          0 |          6 |         38 |
| src\lowcode\form-materials\lc-option-select                                                                                         |          2 |         86 |          0 |         18 |        104 |
| src\lowcode\form-materials\lc-sub-form                                                                                              |          2 |        173 |          0 |         30 |        203 |
| src\lowcode\form-materials\vxe-checkbox-group                                                                                       |          2 |         29 |          0 |          6 |         35 |
| src\lowcode\form-materials\vxe-input                                                                                                |          2 |         25 |          0 |          6 |         31 |
| src\lowcode\form-materials\vxe-password-input                                                                                       |          2 |         25 |          0 |          6 |         31 |
| src\lowcode\form-materials\vxe-radio-group                                                                                          |          2 |         29 |          0 |          6 |         35 |
| src\lowcode\form-materials\vxe-select                                                                                               |          2 |         34 |          0 |          6 |         40 |
| src\lowcode\form-materials\vxe-switch                                                                                               |          2 |         25 |          0 |          6 |         31 |
| src\lowcode\form-materials\vxe-textarea                                                                                             |          2 |         25 |          0 |          6 |         31 |
| src\lowcode\form-materials\vxe-tree-select                                                                                          |          2 |         29 |          0 |          6 |         35 |
| src\lowcode\visual-converters                                                                                                       |         11 |      2,479 |          2 |        238 |      2,719 |
| src\lowcode\visual-converters (Files)                                                                                               |          3 |      1,476 |          2 |        143 |      1,621 |
| src\lowcode\visual-converters\layout                                                                                                |          1 |        115 |          0 |         12 |        127 |
| src\lowcode\visual-converters\lowcode-button-group                                                                                  |          1 |        133 |          0 |         14 |        147 |
| src\lowcode\visual-converters\lowcode-edit-form                                                                                     |          1 |        154 |          0 |         14 |        168 |
| src\lowcode\visual-converters\lowcode-grid                                                                                          |          1 |        324 |          0 |         29 |        353 |
| src\lowcode\visual-converters\lowcode-modal                                                                                         |          1 |         61 |          0 |          7 |         68 |
| src\lowcode\visual-converters\lowcode-search-form                                                                                   |          1 |         66 |          0 |          4 |         70 |
| src\lowcode\visual-converters\planning-visual                                                                                       |          1 |         87 |          0 |          8 |         95 |
| src\lowcode\visual-converters\vxe-tabs                                                                                              |          1 |         63 |          0 |          7 |         70 |
| src\materials                                                                                                                       |          1 |         45 |          0 |          9 |         54 |
| src\packages                                                                                                                        |         41 |      2,005 |         25 |        180 |      2,210 |
| src\packages\base-widgets                                                                                                           |         23 |        738 |         11 |         67 |        816 |
| src\packages\base-widgets (Files)                                                                                                   |          1 |         14 |          0 |          6 |         20 |
| src\packages\base-widgets\array-table                                                                                               |          1 |        141 |          0 |         15 |        156 |
| src\packages\base-widgets\button                                                                                                    |          1 |         25 |          0 |          3 |         28 |
| src\packages\base-widgets\checkbox                                                                                                  |          1 |         14 |          0 |          2 |         16 |
| src\packages\base-widgets\datetimePicker                                                                                            |          1 |         18 |          0 |          1 |         19 |
| src\packages\base-widgets\divider                                                                                                   |          1 |          8 |          0 |          1 |          9 |
| src\packages\base-widgets\image                                                                                                     |          1 |         35 |          3 |          3 |         41 |
| src\packages\base-widgets\input                                                                                                     |          1 |         19 |          0 |          2 |         21 |
| src\packages\base-widgets\nav-bar                                                                                                   |          1 |         52 |          0 |          5 |         57 |
| src\packages\base-widgets\notice-bar                                                                                                |          1 |         26 |          0 |          2 |         28 |
| src\packages\base-widgets\picker                                                                                                    |          1 |         63 |          0 |          4 |         67 |
| src\packages\base-widgets\process                                                                                                   |          1 |          3 |          0 |          1 |          4 |
| src\packages\base-widgets\radio                                                                                                     |          1 |          8 |          0 |          1 |          9 |
| src\packages\base-widgets\rate                                                                                                      |          1 |          8 |          0 |          1 |          9 |
| src\packages\base-widgets\slider                                                                                                    |          1 |         30 |          0 |          2 |         32 |
| src\packages\base-widgets\stepper                                                                                                   |          1 |         33 |          0 |          2 |         35 |
| src\packages\base-widgets\sub-form                                                                                                  |          1 |         56 |          0 |          5 |         61 |
| src\packages\base-widgets\swipe                                                                                                     |          1 |         34 |          0 |          3 |         37 |
| src\packages\base-widgets\switch                                                                                                    |          1 |         30 |          0 |          2 |         32 |
| src\packages\base-widgets\tabbar                                                                                                    |          2 |         69 |          0 |          4 |         73 |
| src\packages\base-widgets\text                                                                                                      |          2 |         52 |          8 |          2 |         62 |
| src\packages\business-component                                                                                                     |         10 |        575 |          0 |         55 |        630 |
| src\packages\business-component (Files)                                                                                             |          2 |        125 |          0 |         12 |        137 |
| src\packages\business-component\lowcode-button-group                                                                                |          1 |         84 |          0 |          9 |         93 |
| src\packages\business-component\lowcode-edit-form                                                                                   |          1 |         51 |          0 |          4 |         55 |
| src\packages\business-component\lowcode-grid                                                                                        |          1 |        112 |          0 |         11 |        123 |
| src\packages\business-component\lowcode-modal                                                                                       |          1 |         56 |          0 |          4 |         60 |
| src\packages\business-component\lowcode-search-form                                                                                 |          1 |         65 |          0 |          8 |         73 |
| src\packages\business-component\planning-bom                                                                                        |          1 |         33 |          0 |          2 |         35 |
| src\packages\business-component\planning-flow                                                                                       |          1 |         24 |          0 |          3 |         27 |
| src\packages\business-component\planning-gantt                                                                                      |          1 |         25 |          0 |          2 |         27 |
| src\packages\chart-component                                                                                                        |          1 |        139 |          0 |          9 |        148 |
| src\packages\container-component                                                                                                    |          7 |        553 |         14 |         49 |        616 |
| src\packages\container-component (Files)                                                                                            |          1 |         19 |          0 |          5 |         24 |
| src\packages\container-component\form                                                                                               |          2 |         59 |          7 |          7 |         73 |
| src\packages\container-component\layout                                                                                             |          2 |        284 |          7 |         20 |        311 |
| src\packages\container-component\vxe-tabs                                                                                           |          2 |        191 |          0 |         17 |        208 |
| src\runtime                                                                                                                         |         39 |      6,389 |         94 |        669 |      7,152 |
| src\runtime (Files)                                                                                                                 |         26 |      4,902 |         24 |        517 |      5,443 |
| src\runtime\button-disabled                                                                                                         |          5 |        225 |          1 |         18 |        244 |
| src\runtime\node-action                                                                                                             |          4 |        795 |          5 |        100 |        900 |
| src\runtime\page-function                                                                                                           |          4 |        467 |         64 |         34 |        565 |
| src\styles                                                                                                                          |          2 |      1,689 |          0 |        317 |      2,006 |
| src\types                                                                                                                           |          5 |      1,366 |        118 |         91 |      1,575 |
| src\utils                                                                                                                           |          3 |        273 |          0 |         40 |        313 |
| src\visual-editor                                                                                                                   |         77 |     14,834 |        735 |      1,613 |     17,182 |
| src\visual-editor (Files)                                                                                                           |          5 |        518 |        348 |         50 |        916 |
| src\visual-editor\components                                                                                                        |         51 |     12,315 |        270 |      1,242 |     13,827 |
| src\visual-editor\components\button-group-designer                                                                                  |          2 |      1,182 |          1 |        103 |      1,286 |
| src\visual-editor\components\common                                                                                                 |          7 |        897 |         44 |         71 |      1,012 |
| src\visual-editor\components\common (Files)                                                                                         |          1 |         47 |          0 |          3 |         50 |
| src\visual-editor\components\common\designer-ui                                                                                     |          1 |        633 |          0 |         43 |        676 |
| src\visual-editor\components\common\format-input-number                                                                             |          2 |         77 |          9 |          7 |         93 |
| src\visual-editor\components\common\monaco-editor                                                                                   |          3 |        140 |         35 |         18 |        193 |
| src\visual-editor\components\form-designer                                                                                          |          1 |        983 |          1 |        134 |      1,118 |
| src\visual-editor\components\grid-designer                                                                                          |          1 |      2,901 |          0 |        229 |      3,130 |
| src\visual-editor\components\header                                                                                                 |          3 |        609 |          7 |         71 |        687 |
| src\visual-editor\components\left-aside                                                                                             |         20 |      2,712 |         68 |        334 |      3,114 |
| src\visual-editor\components\left-aside (Files)                                                                                     |          1 |        106 |          8 |         18 |        132 |
| src\visual-editor\components\left-aside\components                                                                                  |         19 |      2,606 |         60 |        316 |      2,982 |
| src\visual-editor\components\left-aside\components (Files)                                                                          |          1 |         11 |          0 |          5 |         16 |
| src\visual-editor\components\left-aside\components\base-widgets                                                                     |          2 |         95 |          9 |         10 |        114 |
| src\visual-editor\components\left-aside\components\business-component                                                               |          2 |         95 |          0 |          9 |        104 |
| src\visual-editor\components\left-aside\components\chart-component                                                                  |          1 |         50 |          0 |          7 |         57 |
| src\visual-editor\components\left-aside\components\column-components                                                                |          1 |        137 |          0 |         18 |        155 |
| src\visual-editor\components\left-aside\components\container-component                                                              |          2 |         97 |          9 |          9 |        115 |
| src\visual-editor\components\left-aside\components\custom-component                                                                 |          1 |         11 |          1 |          4 |         16 |
| src\visual-editor\components\left-aside\components\data-source                                                                      |          5 |      1,190 |         40 |        120 |      1,350 |
| src\visual-editor\components\left-aside\components\form-components                                                                  |          1 |         41 |          0 |          5 |         46 |
| src\visual-editor\components\left-aside\components\outline-tree                                                                     |          2 |        666 |          0 |        108 |        774 |
| src\visual-editor\components\left-aside\components\page-tree                                                                        |          1 |        213 |          1 |         21 |        235 |
| src\visual-editor\components\modal-designer                                                                                         |          1 |        183 |          0 |         18 |        201 |
| src\visual-editor\components\right-attribute-panel                                                                                  |         11 |      1,517 |        126 |        126 |      1,769 |
| src\visual-editor\components\right-attribute-panel (Files)                                                                          |          2 |        373 |         24 |         50 |        447 |
| src\visual-editor\components\right-attribute-panel\components                                                                       |          9 |      1,144 |        102 |         76 |      1,322 |
| src\visual-editor\components\right-attribute-panel\components (Files)                                                               |          1 |          5 |          8 |          2 |         15 |
| src\visual-editor\components\right-attribute-panel\components\animate                                                               |          3 |        668 |         29 |         43 |        740 |
| src\visual-editor\components\right-attribute-panel\components\attr-editor                                                           |          1 |        111 |          8 |          8 |        127 |
| src\visual-editor\components\right-attribute-panel\components\event-action                                                          |          1 |        254 |         41 |         14 |        309 |
| src\visual-editor\components\right-attribute-panel\components\form-rule                                                             |          1 |         44 |          8 |          2 |         54 |
| src\visual-editor\components\right-attribute-panel\components\page-setting                                                          |          2 |         62 |          8 |          7 |         77 |
| src\visual-editor\components\simulator-editor                                                                                       |          5 |      1,331 |         23 |        156 |      1,510 |
| src\visual-editor\hooks                                                                                                             |          6 |        617 |         62 |        104 |        783 |
| src\visual-editor\material-prop-forms                                                                                               |          7 |        926 |          4 |        145 |      1,075 |
| src\visual-editor\plugins                                                                                                           |          3 |        201 |         26 |         20 |        247 |
| src\visual-editor\types                                                                                                             |          1 |         34 |         11 |          8 |         53 |
| src\visual-editor\utils                                                                                                             |          4 |        223 |         14 |         44 |        281 |
+-------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                            | language           | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| e:\enLearn\packages\lowcode-framework\README.md                                                                                     | Markdown           |      1,686 |          0 |        419 |      2,105 |
| e:\enLearn\packages\lowcode-framework\package.json                                                                                  | JSON               |         86 |          0 |          1 |         87 |
| e:\enLearn\packages\lowcode-framework\src\components\GlobalDialogHost.tsx                                                           | TypeScript JSX     |        643 |          1 |         84 |        728 |
| e:\enLearn\packages\lowcode-framework\src\components\GlobalDrawerHost.tsx                                                           | TypeScript JSX     |         85 |          0 |          8 |         93 |
| e:\enLearn\packages\lowcode-framework\src\components\JsonDialogInput.vue                                                            | Vue                |         64 |          0 |          6 |         70 |
| e:\enLearn\packages\lowcode-framework\src\components\JsonDialogInput.vue.d.ts                                                       | TypeScript         |         35 |          0 |          1 |         36 |
| e:\enLearn\packages\lowcode-framework\src\components\LcVxeModalRenderer.tsx                                                         | TypeScript JSX     |         46 |          0 |          6 |         52 |
| e:\enLearn\packages\lowcode-framework\src\components\LegacyWidgets.tsx                                                              | TypeScript JSX     |        676 |          0 |         33 |        709 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeBlockChildren.vue                                                       | Vue                |         55 |          0 |          6 |         61 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeBlockRenderer.vue                                                       | Vue                |         45 |          0 |          5 |         50 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeCategoryDrawer.vue                                                      | Vue                |        415 |          0 |         45 |        460 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeCategoryTreeNode.vue                                                    | Vue                |        195 |          0 |         26 |        221 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeContextDrawerPanel.vue                                                  | Vue                |        793 |          0 |         90 |        883 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeForm.vue                                                                | Vue                |        993 |         14 |        123 |      1,130 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeForm.vue.d.ts                                                           | TypeScript         |         87 |          0 |          1 |         88 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeFormField.vue                                                           | Vue                |        123 |          2 |         19 |        144 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeFormField.vue.d.ts                                                      | TypeScript         |         40 |          0 |          1 |         41 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeFormLayout.vue                                                          | Vue                |        215 |          0 |         34 |        249 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeFormLayout.vue.d.ts                                                     | TypeScript         |         19 |          1 |          0 |         20 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeGrid.vue                                                                | Vue                |        579 |          0 |         69 |        648 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeGrid.vue.d.ts                                                           | TypeScript         |         55 |          0 |          5 |         60 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeOverlayHost.vue                                                         | Vue                |         55 |          0 |          6 |         61 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodePageRenderer.vue                                                        | Vue                |      3,602 |          0 |        417 |      4,019 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeTreeItem.vue                                                            | Vue                |         27 |          0 |          4 |         31 |
| e:\enLearn\packages\lowcode-framework\src\components\LowCodeVisualDesigner.vue                                                      | Vue                |      1,418 |          0 |        148 |      1,566 |
| e:\enLearn\packages\lowcode-framework\src\components\SystemMenuTreeNode.vue                                                         | Vue                |        180 |          0 |         15 |        195 |
| e:\enLearn\packages\lowcode-framework\src\components\VisualEditorProvider.vue                                                       | Vue                |        133 |          0 |         17 |        150 |
| e:\enLearn\packages\lowcode-framework\src\components\json-dialog-input.d.ts                                                         | TypeScript         |         27 |          0 |          4 |         31 |
| e:\enLearn\packages\lowcode-framework\src\components\low-code-form.d.ts                                                             | TypeScript         |        125 |          0 |         10 |        135 |
| e:\enLearn\packages\lowcode-framework\src\core\host.ts                                                                              | TypeScript         |        282 |          0 |         36 |        318 |
| e:\enLearn\packages\lowcode-framework\src\core\index.ts                                                                             | TypeScript         |          8 |          0 |          1 |          9 |
| e:\enLearn\packages\lowcode-framework\src\core\system-settings.ts                                                                   | TypeScript         |        440 |          4 |         31 |        475 |
| e:\enLearn\packages\lowcode-framework\src\designer\design-dialog.ts                                                                 | TypeScript         |        131 |          0 |          9 |        140 |
| e:\enLearn\packages\lowcode-framework\src\designer\index.ts                                                                         | TypeScript         |         35 |          0 |          2 |         37 |
| e:\enLearn\packages\lowcode-framework\src\enums\httpEnum.ts                                                                         | TypeScript         |         19 |         13 |          3 |         35 |
| e:\enLearn\packages\lowcode-framework\src\enums\index.ts                                                                            | TypeScript         |          3 |         10 |          2 |         15 |
| e:\enLearn\packages\lowcode-framework\src\hooks\useAnimate.ts                                                                       | TypeScript         |         40 |         12 |         10 |         62 |
| e:\enLearn\packages\lowcode-framework\src\hooks\useGlobalProperties.ts                                                              | TypeScript         |         16 |          7 |          5 |         28 |
| e:\enLearn\packages\lowcode-framework\src\index.ts                                                                                  | TypeScript         |          5 |          0 |          2 |          7 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\actions\builtins.ts                                                               | TypeScript         |        423 |          0 |         27 |        450 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\actions\index.ts                                                                  | TypeScript         |          1 |          0 |          1 |          2 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\button-group\index.ts                                             | TypeScript         |         15 |          0 |          2 |         17 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\button-group\index.vue                                            | Vue                |        314 |          0 |         36 |        350 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\container\index.ts                                                | TypeScript         |         11 |          0 |          2 |         13 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\container\index.vue                                               | Vue                |         31 |          0 |          3 |         34 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\defaults.ts                                                       | TypeScript         |        308 |          0 |         19 |        327 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\detail\index.ts                                                   | TypeScript         |         11 |          0 |          2 |         13 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\detail\index.vue                                                  | Vue                |         18 |          0 |          3 |         21 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\drawer\index.ts                                                   | TypeScript         |         11 |          0 |          2 |         13 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\drawer\index.vue                                                  | Vue                |         34 |          0 |          3 |         37 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\form\index.ts                                                     | TypeScript         |         15 |          0 |          2 |         17 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\form\index.vue                                                    | Vue                |        185 |          0 |         15 |        200 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\grid\index.ts                                                     | TypeScript         |         15 |          0 |          2 |         17 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\grid\index.vue                                                    | Vue                |        463 |          0 |         44 |        507 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\grid\page-grid-menu.ts                                            | TypeScript         |         82 |          0 |          6 |         88 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\grid\runtime-grid-designer.ts                                     | TypeScript         |        305 |          0 |         33 |        338 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\grid\runtime-grid-field-editor.ts                                 | TypeScript         |        318 |          3 |         33 |        354 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\helpers.ts                                                        | TypeScript         |        110 |          0 |         16 |        126 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\index.ts                                                          | TypeScript         |         57 |          0 |         14 |         71 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\modal\index.ts                                                    | TypeScript         |         11 |          0 |          2 |         13 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\modal\index.vue                                                   | Vue                |        125 |          0 |         12 |        137 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\planning-bom\index.ts                                             | TypeScript         |         15 |          0 |          2 |         17 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\planning-bom\index.vue                                            | Vue                |        597 |          0 |         60 |        657 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\planning-flow\index.ts                                            | TypeScript         |         15 |          0 |          2 |         17 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\planning-flow\index.vue                                           | Vue                |        839 |          0 |         64 |        903 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\planning-gantt\GanttDisplaySettings.vue                           | Vue                |         91 |          0 |          8 |         99 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\planning-gantt\display-settings.ts                                | TypeScript         |         49 |          0 |          6 |         55 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\planning-gantt\index.ts                                           | TypeScript         |         15 |          0 |          2 |         17 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\planning-gantt\index.vue                                          | Vue                |        426 |          0 |         33 |        459 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\runtime-form-designer.ts                                          | TypeScript         |        247 |          0 |         29 |        276 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\runtime-form-field-editor.ts                                      | TypeScript         |        399 |          0 |         34 |        433 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\runtime-form-relation-options.ts                                  | TypeScript         |        422 |          0 |         42 |        464 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\search-form\index.ts                                              | TypeScript         |         16 |          0 |          2 |         18 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\search-form\index.vue                                             | Vue                |        166 |          0 |         13 |        179 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\section\index.ts                                                  | TypeScript         |         11 |          0 |          2 |         13 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\section\index.vue                                                 | Vue                |         29 |          0 |          3 |         32 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\stat-card\index.ts                                                | TypeScript         |         12 |          0 |          2 |         14 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\stat-card\index.vue                                               | Vue                |         19 |          0 |          3 |         22 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\tabs\index.ts                                                     | TypeScript         |         15 |          0 |          2 |         17 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\tabs\index.vue                                                    | Vue                |         64 |          0 |          6 |         70 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\text\index.ts                                                     | TypeScript         |         11 |          0 |          2 |         13 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\text\index.vue                                                    | Vue                |         12 |          0 |          3 |         15 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\toolbar\index.ts                                                  | TypeScript         |         11 |          0 |          2 |         13 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\toolbar\index.vue                                                 | Vue                |         93 |          0 |          7 |        100 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\tree\index.ts                                                     | TypeScript         |         11 |          0 |          2 |         13 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\tree\index.vue                                                    | Vue                |         20 |          0 |          3 |         23 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\block-materials\types.ts                                                          | TypeScript         |         83 |          0 |          7 |         90 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\builtin-pages\index.ts                                                            | TypeScript         |         18 |          0 |          5 |         23 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\event-system.ts                                                                   | TypeScript         |         71 |          0 |         11 |         82 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-definition-loader.ts                                                         | TypeScript         |         31 |          0 |          5 |         36 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\base-info\index.ts                                                 | TypeScript         |          8 |          0 |          2 |         10 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\base-info\index.vue                                                | Vue                |        746 |          0 |         68 |        814 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\base-info\relate-info.ts                                           | TypeScript         |        286 |          0 |         44 |        330 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\index.d.ts                                                         | TypeScript         |          7 |          1 |          1 |          9 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\index.ts                                                           | TypeScript         |         52 |          0 |         14 |         66 |
| e:\enLearn\packages\lowcode-framework\src\lowcode\form-materials\lc-array-table\index.ts                                            | TypeScript         |          8 |          0 |          2 |         10 |
