Date : 2026-08-19 00:37:56
Directory : e:\enLearn\suanfa\packages
Total : 217 files,  -230514 codes, 83 comments, -2425 blanks, all -232856 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| e:\enLearn\api\src\auth\auth.controller.ts                                            | TypeScript         |        -47 |          0 |         -9 |        -56 |
| e:\enLearn\api\src\auth\auth.dto.ts                                                   | TypeScript         |        -40 |          0 |        -11 |        -51 |
| e:\enLearn\api\src\auth\auth.module.ts                                                | TypeScript         |         -9 |          0 |         -2 |        -11 |
| e:\enLearn\api\src\auth\auth.service.ts                                               | TypeScript         |       -198 |          0 |        -36 |       -234 |
| e:\enLearn\api\src\chat\chat.gateway.ts                                               | TypeScript         |       -211 |          0 |        -25 |       -236 |
| e:\enLearn\api\src\chat\chat.module.ts                                                | TypeScript         |         -7 |          0 |         -2 |         -9 |
| e:\enLearn\api\src\chat\chat.service.ts                                               | TypeScript         |       -530 |          0 |        -67 |       -597 |
| e:\enLearn\api\src\chat\chat.socket.ts                                                | TypeScript         |       -175 |          0 |        -23 |       -198 |
| e:\enLearn\api\src\chat\chat.types.ts                                                 | TypeScript         |        -52 |          0 |         -6 |        -58 |
| e:\enLearn\api\src\common\base.service.ts                                             | TypeScript         |       -805 |          0 |       -136 |       -941 |
| e:\enLearn\api\src\common\dto\service-invoke.dto.ts                                   | TypeScript         |        -13 |          0 |         -4 |        -17 |
| e:\enLearn\api\src\common\interfaces\service-executor.ts                              | TypeScript         |        -11 |          0 |         -2 |        -13 |
| e:\enLearn\api\src\common\middleware\compression.middleware.ts                        | TypeScript         |       -114 |          0 |        -22 |       -136 |
| e:\enLearn\api\src\common\service-bus.ts                                              | TypeScript         |        -16 |          0 |         -4 |        -20 |
| e:\enLearn\api\src\common\utils\database.ts                                           | TypeScript         |        -30 |          0 |         -9 |        -39 |
| e:\enLearn\api\src\common\utils\env.ts                                                | TypeScript         |        -47 |          0 |        -12 |        -59 |
| e:\enLearn\api\src\common\utils\list-items.ts                                         | TypeScript         |       -774 |          0 |       -126 |       -900 |
| e:\enLearn\api\src\common\utils\redis.ts                                              | TypeScript         |        -32 |          0 |         -8 |        -40 |
| e:\enLearn\api\src\common\utils\stripe.ts                                             | TypeScript         |        -47 |          0 |        -12 |        -59 |
| e:\enLearn\api\src\common\utils\supabase.ts                                           | TypeScript         |       -354 |          0 |        -70 |       -424 |
| e:\enLearn\api\src\domain-service\app.module.ts                                       | TypeScript         |        -30 |          0 |         -3 |        -33 |
| e:\enLearn\api\src\domain-service\main.ts                                             | TypeScript         |        -14 |          0 |         -6 |        -20 |
| e:\enLearn\api\src\domain-service\service-router.service.ts                           | TypeScript         |        -83 |          0 |         -7 |        -90 |
| e:\enLearn\api\src\domain-service\service.rpc.controller.ts                           | TypeScript         |        -48 |          0 |         -7 |        -55 |
| e:\enLearn\api\src\entity-design\entity-design.module.ts                              | TypeScript         |         -7 |          0 |         -2 |         -9 |
| e:\enLearn\api\src\entity-design\entity-design.service.ts                             | TypeScript         |       -970 |          0 |        -85 |     -1,055 |
| e:\enLearn\api\src\files\files.helpers.ts                                             | TypeScript         |       -210 |          0 |        -27 |       -237 |
| e:\enLearn\api\src\files\files.module.ts                                              | TypeScript         |         -7 |          0 |         -2 |         -9 |
| e:\enLearn\api\src\files\files.resources.ts                                           | TypeScript         |       -103 |          0 |         -2 |       -105 |
| e:\enLearn\api\src\files\files.service.ts                                             | TypeScript         |       -461 |          0 |        -50 |       -511 |
| e:\enLearn\api\src\files\files.types.ts                                               | TypeScript         |        -39 |          0 |         -4 |        -43 |
| e:\enLearn\api\src\files\storage-driver.ts                                            | TypeScript         |        -39 |          0 |         -6 |        -45 |
| e:\enLearn\api\src\files\supabase-storage.driver.ts                                   | TypeScript         |       -123 |          0 |        -21 |       -144 |
| e:\enLearn\api\src\gateway\domain-client.module.ts                                    | TypeScript         |        -21 |          0 |         -3 |        -24 |
| e:\enLearn\api\src\gateway\service-gateway.controller.ts                              | TypeScript         |       -159 |          0 |        -22 |       -181 |
| e:\enLearn\api\src\gateway\service-router.service.ts                                  | TypeScript         |        -62 |          0 |         -9 |        -71 |
| e:\enLearn\api\src\lowcode\lowcode.helpers.ts                                         | TypeScript         |        -46 |          0 |         -9 |        -55 |
| e:\enLearn\api\src\lowcode\lowcode.module.ts                                          | TypeScript         |         -7 |          0 |         -2 |         -9 |
| e:\enLearn\api\src\lowcode\lowcode.resources.ts                                       | TypeScript         |        -73 |          0 |         -5 |        -78 |
| e:\enLearn\api\src\lowcode\lowcode.schema.ts                                          | TypeScript         |       -583 |          0 |        -96 |       -679 |
| e:\enLearn\api\src\lowcode\lowcode.service.ts                                         | TypeScript         |       -316 |          0 |        -46 |       -362 |
| e:\enLearn\api\src\lowcode\lowcode.types.ts                                           | TypeScript         |        -51 |          0 |         -7 |        -58 |
| e:\enLearn\api\src\lowcode\table-page-generator.ts                                    | TypeScript         |       -620 |          0 |        -54 |       -674 |
| e:\enLearn\api\src\main.ts                                                            | TypeScript         |        -32 |          0 |         -7 |        -39 |
| e:\enLearn\api\src\notification\notification.module.ts                                | TypeScript         |         -7 |          0 |         -2 |         -9 |
| e:\enLearn\api\src\notification\notification.service.ts                               | TypeScript         |       -427 |          0 |        -49 |       -476 |
| e:\enLearn\api\src\notification\notification.types.ts                                 | TypeScript         |        -67 |          0 |         -5 |        -72 |
| e:\enLearn\api\src\payment\payment.module.ts                                          | TypeScript         |         -7 |          0 |         -2 |         -9 |
| e:\enLearn\api\src\payment\payment.service.ts                                         | TypeScript         |       -247 |          0 |        -41 |       -288 |
| e:\enLearn\api\src\posts\posts.module.ts                                              | TypeScript         |         -7 |          0 |         -2 |         -9 |
| e:\enLearn\api\src\posts\posts.service.ts                                             | TypeScript         |        -31 |          0 |         -3 |        -34 |
| e:\enLearn\api\src\user\user.module.ts                                                | TypeScript         |         -7 |          0 |         -2 |         -9 |
| e:\enLearn\api\src\user\user.service.ts                                               | TypeScript         |       -117 |          0 |        -27 |       -144 |
| e:\enLearn\api\src\workflow-service\app.module.ts                                     | TypeScript         |        -28 |          0 |         -3 |        -31 |
| e:\enLearn\api\src\workflow-service\main.ts                                           | TypeScript         |        -21 |          0 |         -7 |        -28 |
| e:\enLearn\api\src\workflow-service\workflow.rpc.controller.ts                        | TypeScript         |       -236 |          0 |        -19 |       -255 |
| e:\enLearn\api\src\workflow\common\api-response.ts                                    | TypeScript         |        -15 |          0 |         -2 |        -17 |
| e:\enLearn\api\src\workflow\common\database.module.ts                                 | TypeScript         |         -8 |          0 |         -3 |        -11 |
| e:\enLearn\api\src\workflow\common\database.service.ts                                | TypeScript         |        -50 |          0 |        -11 |        -61 |
| e:\enLearn\api\src\workflow\common\env.ts                                             | TypeScript         |        -75 |          0 |        -15 |        -90 |
| e:\enLearn\api\src\workflow\definition\definition.controller.ts                       | TypeScript         |        -20 |          0 |         -5 |        -25 |
| e:\enLearn\api\src\workflow\definition\definition.dto.ts                              | TypeScript         |        -30 |          0 |         -9 |        -39 |
| e:\enLearn\api\src\workflow\definition\definition.module.ts                           | TypeScript         |        -10 |          0 |         -2 |        -12 |
| e:\enLearn\api\src\workflow\definition\definition.service.spec.ts                     | TypeScript         |        -79 |          0 |        -10 |        -89 |
| e:\enLearn\api\src\workflow\definition\definition.service.ts                          | TypeScript         |       -631 |          0 |        -30 |       -661 |
| e:\enLearn\api\src\workflow\definition\definition.types.ts                            | TypeScript         |        -43 |          0 |         -6 |        -49 |
| e:\enLearn\api\src\workflow\definition\model.controller.ts                            | TypeScript         |        -51 |          0 |        -10 |        -61 |
| e:\enLearn\api\src\workflow\health\health.controller.ts                               | TypeScript         |        -15 |          0 |         -2 |        -17 |
| e:\enLearn\api\src\workflow\health\health.module.ts                                   | TypeScript         |         -6 |          0 |         -2 |         -8 |
| e:\enLearn\api\src\workflow\history\history.controller.ts                             | TypeScript         |        -11 |          0 |         -3 |        -14 |
| e:\enLearn\api\src\workflow\history\history.module.ts                                 | TypeScript         |         -8 |          0 |         -2 |        -10 |
| e:\enLearn\api\src\workflow\integration\integration.module.ts                         | TypeScript         |         -3 |          0 |         -2 |         -5 |
| e:\enLearn\api\src\workflow\job\job-local-executor.service.ts                         | TypeScript         |        -67 |          0 |        -14 |        -81 |
| e:\enLearn\api\src\workflow\job\job-scheduler.service.ts                              | TypeScript         |       -105 |          0 |        -12 |       -117 |
| e:\enLearn\api\src\workflow\job\job.controller.ts                                     | TypeScript         |        -53 |          0 |        -10 |        -63 |
| e:\enLearn\api\src\workflow\job\job.dto.ts                                            | TypeScript         |        -75 |          0 |        -21 |        -96 |
| e:\enLearn\api\src\workflow\job\job.module.ts                                         | TypeScript         |        -12 |          0 |         -2 |        -14 |
| e:\enLearn\api\src\workflow\job\job.service.ts                                        | TypeScript         |       -321 |          0 |        -33 |       -354 |
| e:\enLearn\api\src\workflow\job\job.types.ts                                          | TypeScript         |        -41 |          0 |         -4 |        -45 |
| e:\enLearn\api\src\workflow\rule\rule.module.ts                                       | TypeScript         |         -3 |          0 |         -2 |         -5 |
| e:\enLearn\api\src\workflow\runtime\runtime.controller.ts                             | TypeScript         |        -64 |          0 |        -11 |        -75 |
| e:\enLearn\api\src\workflow\runtime\runtime.dto.ts                                    | TypeScript         |        -68 |          0 |        -19 |        -87 |
| e:\enLearn\api\src\workflow\runtime\runtime.engine.types.ts                           | TypeScript         |       -185 |          0 |        -14 |       -199 |
| e:\enLearn\api\src\workflow\runtime\runtime.helpers.ts                                | TypeScript         |        -46 |          0 |        -10 |        -56 |
| e:\enLearn\api\src\workflow\runtime\runtime.memory-store.ts                           | TypeScript         |       -708 |          0 |        -47 |       -755 |
| e:\enLearn\api\src\workflow\runtime\runtime.module.ts                                 | TypeScript         |        -23 |          0 |         -2 |        -25 |
| e:\enLearn\api\src\workflow\runtime\runtime.postgres-store.ts                         | TypeScript         |     -1,209 |          0 |        -86 |     -1,295 |
| e:\enLearn\api\src\workflow\runtime\runtime.service.spec.ts                           | TypeScript         |       -383 |          0 |        -38 |       -421 |
| e:\enLearn\api\src\workflow\runtime\runtime.service.ts                                | TypeScript         |       -365 |          0 |        -38 |       -403 |
| e:\enLearn\api\src\workflow\runtime\runtime.types.ts                                  | TypeScript         |       -125 |          0 |        -15 |       -140 |
| e:\enLearn\api\src\workflow\runtime\workflow.executor.ts                              | TypeScript         |       -973 |          0 |        -77 |     -1,050 |
| e:\enLearn\api\src\workflow\task\task.controller.ts                                   | TypeScript         |        -82 |          0 |        -14 |        -96 |
| e:\enLearn\api\src\workflow\task\task.module.ts                                       | TypeScript         |         -8 |          0 |         -2 |        -10 |
| e:\enLearn\api\src\workflow\testing\approval-flow-test.service.ts                     | TypeScript         |       -309 |          0 |        -31 |       -340 |
| e:\enLearn\api\src\workflow\trigger\notification.task.ts                              | TypeScript         |     -1,100 |         -1 |       -109 |     -1,210 |
| e:\enLearn\api\src\workflow\trigger\trigger-dev.client.ts                             | TypeScript         |       -170 |          0 |        -20 |       -190 |
| e:\enLearn\api\src\workflow\trigger\trigger-engine.config.ts                          | TypeScript         |        -41 |          0 |         -7 |        -48 |
| e:\enLearn\api\src\workflow\trigger\waitpoint-diagnostic.task.ts                      | TypeScript         |        -23 |          0 |         -6 |        -29 |
| e:\enLearn\api\src\workflow\trigger\workflow-instance.task.ts                         | TypeScript         |        -39 |          0 |         -4 |        -43 |
| e:\enLearn\api\src\workflow\trigger\workflow-job.task.ts                              | TypeScript         |        -58 |          0 |         -4 |        -62 |
| e:\enLearn\api\src\workflow\workflow.module.ts                                        | TypeScript         |        -19 |          0 |         -3 |        -22 |
| e:\enLearn\api\src\workflow\workflow.service.ts                                       | TypeScript         |       -224 |          0 |        -18 |       -242 |
| e:\enLearn\api\src\workflow\workflow.transport.ts                                     | TypeScript         |        -19 |          0 |         -4 |        -23 |
| e:\enLearn\api\trigger.config.ts                                                      | TypeScript         |         -6 |          0 |         -2 |         -8 |
| e:\enLearn\api\tsconfig.build.json                                                    | JSON               |         -9 |          0 |         -1 |        -10 |
| e:\enLearn\api\tsconfig.json                                                          | JSON with Comments |        -22 |          0 |         -1 |        -23 |
| e:\enLearn\suanfa\packages\compatibility\package.json                                 | JSON               |         16 |          0 |          1 |         17 |
| e:\enLearn\suanfa\packages\compatibility\src\index.ts                                 | TypeScript         |          1 |          0 |          1 |          2 |
| e:\enLearn\suanfa\packages\compatibility\tsconfig.json                                | JSON with Comments |         10 |          0 |          1 |         11 |
| e:\enLearn\suanfa\packages\fixture\package.json                                       | JSON               |         18 |          0 |          1 |         19 |
| e:\enLearn\suanfa\packages\fixture\src\calendar-fixture.ts                            | TypeScript         |        115 |          0 |         20 |        135 |
| e:\enLearn\suanfa\packages\fixture\src\cluster-fixture.ts                             | TypeScript         |        234 |          0 |         33 |        267 |
| e:\enLearn\suanfa\packages\fixture\src\index.ts                                       | TypeScript         |          2 |          0 |          1 |          3 |
| e:\enLearn\suanfa\packages\fixture\test\calendar-fixture.test.ts                      | TypeScript         |         24 |          0 |          6 |         30 |
| e:\enLearn\suanfa\packages\fixture\test\cluster-fixture.test.ts                       | TypeScript         |         19 |          0 |          6 |         25 |
| e:\enLearn\suanfa\packages\fixture\tsconfig.json                                      | JSON with Comments |         14 |          0 |          1 |         15 |
| e:\enLearn\suanfa\packages\forecast\package.json                                      | JSON               |         16 |          0 |          1 |         17 |
| e:\enLearn\suanfa\packages\forecast\src\fixture.ts                                    | TypeScript         |        387 |          0 |         44 |        431 |
| e:\enLearn\suanfa\packages\forecast\src\forecast.ts                                   | TypeScript         |        193 |          0 |         32 |        225 |
| e:\enLearn\suanfa\packages\forecast\src\index.ts                                      | TypeScript         |          4 |          0 |          1 |          5 |
| e:\enLearn\suanfa\packages\forecast\src\netting.ts                                    | TypeScript         |        109 |          0 |          9 |        118 |
| e:\enLearn\suanfa\packages\forecast\src\timeseries.ts                                 | TypeScript         |        948 |          0 |         63 |      1,011 |
| e:\enLearn\suanfa\packages\forecast\test\forecast.test.ts                             | TypeScript         |         49 |          0 |         10 |         59 |
| e:\enLearn\suanfa\packages\forecast\tsconfig.json                                     | JSON with Comments |         12 |          0 |          1 |         13 |
| e:\enLearn\suanfa\packages\graph\package.json                                         | JSON               |         16 |          0 |          1 |         17 |
| e:\enLearn\suanfa\packages\graph\src\index.ts                                         | TypeScript         |          1 |          0 |          1 |          2 |
| e:\enLearn\suanfa\packages\graph\src\supply-graph.ts                                  | TypeScript         |        352 |          0 |         34 |        386 |
| e:\enLearn\suanfa\packages\graph\test\supply-graph.test.ts                            | TypeScript         |         24 |          0 |          8 |         32 |
| e:\enLearn\suanfa\packages\graph\tsconfig.json                                        | JSON with Comments |          9 |          0 |          1 |         10 |
| e:\enLearn\suanfa\packages\kernel\package.json                                        | JSON               |         12 |          0 |          1 |         13 |
| e:\enLearn\suanfa\packages\kernel\src\date.ts                                         | TypeScript         |         68 |          0 |         16 |         84 |
| e:\enLearn\suanfa\packages\kernel\src\index.ts                                        | TypeScript         |          3 |          0 |          1 |          4 |
| e:\enLearn\suanfa\packages\kernel\src\numeric.ts                                      | TypeScript         |         24 |          0 |          4 |         28 |
| e:\enLearn\suanfa\packages\kernel\src\sequence.ts                                     | TypeScript         |         10 |          0 |          3 |         13 |
| e:\enLearn\suanfa\packages\kernel\test\date.test.ts                                   | TypeScript         |         28 |          0 |          5 |         33 |
| e:\enLearn\suanfa\packages\kernel\tsconfig.json                                       | JSON with Comments |          9 |          0 |          1 |         10 |
| e:\enLearn\suanfa\packages\model\package.json                                         | JSON               |         15 |          0 |          1 |         16 |
| e:\enLearn\suanfa\packages\model\src\calendar.ts                                      | TypeScript         |        186 |          0 |         32 |        218 |
| e:\enLearn\suanfa\packages\model\src\index.ts                                         | TypeScript         |          1 |          0 |          1 |          2 |
| e:\enLearn\suanfa\packages\model\test\calendar.test.ts                                | TypeScript         |         69 |          0 |          9 |         78 |
| e:\enLearn\suanfa\packages\model\tsconfig.json                                        | JSON with Comments |         10 |          0 |          1 |         11 |
| e:\enLearn\suanfa\packages\mrp\package.json                                           | JSON               |         17 |          0 |          1 |         18 |
| e:\enLearn\suanfa\packages\mrp\src\aps.ts                                             | TypeScript         |      7,260 |         67 |        278 |      7,605 |
| e:\enLearn\suanfa\packages\mrp\src\fixture.ts                                         | TypeScript         |      1,797 |         12 |         74 |      1,883 |
| e:\enLearn\suanfa\packages\mrp\src\index.ts                                           | TypeScript         |          4 |          0 |          1 |          5 |
| e:\enLearn\suanfa\packages\mrp\src\mrp.ts                                             | TypeScript         |        556 |          0 |         47 |        603 |
| e:\enLearn\suanfa\packages\mrp\src\solver-architecture.ts                             | TypeScript         |         26 |          5 |          5 |         36 |
| e:\enLearn\suanfa\packages\mrp\src\solver-state.ts                                    | TypeScript         |        176 |          0 |         22 |        198 |
